Age,BusinessTravel,Department,workmode,Education,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,MaritalStatus,OverTime,PerformanceRating,RelationshipSatisfaction,TotalWorkingYears,Laidoff
35,Travel_Rarely,Research & Development,Remote,3,4,Male,78,2,3,Married,No,3,1,16,No
37,Travel_Frequently,Sales,Remote,2,3,Female,54,3,1,Married,No,3,2,10,No
53,Travel_Rarely,Research & Development,Remote,4,4,Female,72,3,4,Single,No,3,3,33,No
43,Travel_Frequently,Research & Development,office,3,4,Female,33,3,2,Married,No,3,2,12,No
47,Travel_Rarely,Sales,office,2,3,Female,35,3,2,Married,Yes,4,1,8,No
37,Non-Travel,Sales,Hybrid,2,1,Male,32,3,3,Single,Yes,3,4,10,No
50,Non-Travel,Research & Development,office,4,1,Male,98,3,4,Divorced,No,3,4,31,No
39,Travel_Rarely,Human Resources,office,3,4,Female,42,2,2,Married,No,3,3,13,No
33,Travel_Rarely,Human Resources,office,2,4,Male,57,3,1,Divorced,Yes,3,3,7,No
32,Travel_Rarely,Research & Development,Remote,4,1,Male,87,3,1,Single,Yes,4,3,1,Yes
29,Travel_Rarely,Research & Development,office,1,1,Female,62,2,1,Divorced,No,3,3,8,No
44,Travel_Rarely,Research & Development,office,2,2,Male,61,3,1,Married,Yes,3,4,8,No
28,Travel_Rarely,Sales,office,4,1,Male,98,3,2,Single,No,3,2,4,No
58,Travel_Frequently,Research & Development,office,1,4,Male,57,2,1,Divorced,Yes,3,4,3,Yes
43,Travel_Rarely,Research & Development,office,3,1,Female,55,3,2,Divorced,No,4,3,4,No
20,Travel_Rarely,Sales,office,3,3,Female,49,2,1,Single,No,3,4,2,Yes
21,Travel_Rarely,Research & Development,Hybrid,1,4,Female,65,3,1,Single,No,3,1,1,Yes
36,Travel_Rarely,Research & Development,Hybrid,1,3,Male,68,3,2,Married,Yes,3,1,17,No
47,Travel_Rarely,Sales,office,4,4,Female,65,2,1,Single,Yes,3,1,3,No
22,Travel_Rarely,Research & Development,office,1,2,Female,34,3,2,Married,Yes,3,1,4,Yes
41,Travel_Rarely,Research & Development,office,4,2,Female,57,1,1,Divorced,Yes,3,3,10,Yes
28,Travel_Rarely,Research & Development,office,3,3,Female,77,3,1,Divorced,No,3,2,6,No
39,Travel_Rarely,Research & Development,office,3,4,Male,70,3,1,Married,Yes,4,4,8,Yes
27,Travel_Rarely,Research & Development,office,3,2,Female,76,3,1,Single,No,3,3,1,No
34,Travel_Rarely,Research & Development,office,3,2,Male,83,3,1,Divorced,No,3,2,1,No
42,Travel_Rarely,Sales,Hybrid,2,3,Female,68,2,2,Single,No,3,1,10,No
33,Travel_Rarely,Research & Development,office,4,3,Male,100,2,1,Single,Yes,3,2,6,No
58,Travel_Rarely,Research & Development,office,3,3,Female,37,2,3,Divorced,Yes,3,4,24,No
31,Travel_Rarely,Sales,office,4,2,Male,41,2,1,Married,No,3,2,13,No
35,Travel_Rarely,Research & Development,Remote,1,4,Female,51,3,2,Married,Yes,4,4,10,No
49,Travel_Rarely,Research & Development,office,2,1,Female,51,3,3,Married,No,3,3,29,No
48,Travel_Rarely,Research & Development,Hybrid,4,4,Male,51,3,1,Married,No,3,1,13,No
31,Non-Travel,Sales,Hybrid,2,4,Female,45,3,2,Married,No,3,4,9,No
36,Travel_Rarely,Research & Development,office,4,2,Male,65,3,1,Single,No,3,3,8,No
38,Travel_Rarely,Research & Development,office,3,4,Female,80,3,3,Married,No,3,2,15,No
32,Non-Travel,Research & Development,office,3,3,Female,70,2,1,Married,No,4,3,5,No
25,Travel_Rarely,Sales,Hybrid,2,3,Male,36,2,1,Married,Yes,3,3,1,Yes
40,Travel_Rarely,Sales,office,4,1,Male,67,2,3,Divorced,No,3,2,11,No
26,Travel_Frequently,Sales,office,3,3,Male,52,2,2,Single,No,3,2,7,No
41,Travel_Rarely,Research & Development,office,3,4,Male,59,3,1,Single,Yes,3,3,20,No
36,Travel_Rarely,Research & Development,office,4,3,Male,79,3,1,Single,No,4,3,16,No
19,Travel_Rarely,Sales,Remote,3,4,Male,37,2,1,Single,Yes,3,2,1,Yes
20,Travel_Rarely,Research & Development,office,3,1,Male,84,3,1,Single,No,3,2,1,Yes
31,Travel_Rarely,Research & Development,Hybrid,3,4,Female,41,3,2,Married,Yes,3,3,10,No
40,Travel_Frequently,Research & Development,office,4,4,Male,35,3,1,Divorced,Yes,3,4,3,No
32,Travel_Rarely,Research & Development,office,4,3,Female,93,3,2,Married,No,3,3,8,No
36,Travel_Rarely,Sales,office,1,3,Male,51,2,3,Married,Yes,3,1,16,Yes
33,Travel_Rarely,Research & Development,office,3,2,Female,42,2,2,Single,No,3,1,6,No
37,Travel_Rarely,Sales,office,4,1,Male,46,2,3,Married,No,3,3,17,Yes
45,Non-Travel,Research & Development,office,2,3,Male,57,3,2,Married,No,3,2,9,No
29,Travel_Frequently,Sales,Hybrid,3,3,Female,84,3,1,Married,No,3,2,3,No
35,Travel_Rarely,Sales,Hybrid,3,3,Female,86,3,2,Married,No,3,2,5,No
52,Travel_Rarely,Research & Development,office,2,4,Male,70,3,4,Married,No,3,2,26,No
58,Travel_Rarely,Research & Development,office,3,4,Male,51,3,1,Single,No,4,1,7,Yes
53,Travel_Rarely,Sales,office,2,3,Male,45,3,4,Divorced,No,3,3,22,No
30,Travel_Rarely,Sales,office,2,3,Male,62,3,3,Divorced,No,3,1,10,No
38,Non-Travel,Sales,office,3,3,Female,85,3,2,Single,Yes,3,2,6,No
35,Travel_Rarely,Sales,office,4,4,Male,92,3,3,Divorced,No,3,2,12,No
39,Travel_Rarely,Sales,office,5,1,Male,41,4,3,Single,No,3,4,9,No
40,Non-Travel,Sales,Remote,3,2,Female,100,4,4,Single,Yes,3,4,22,Yes
47,Travel_Frequently,Research & Development,Hybrid,4,3,Male,64,4,2,Divorced,Yes,3,3,20,No
36,Non-Travel,Sales,office,4,1,Male,84,3,2,Divorced,No,3,4,12,No
31,Non-Travel,Research & Development,office,2,3,Male,46,2,1,Single,Yes,4,1,4,Yes
33,Non-Travel,Sales,Hybrid,3,4,Male,38,3,4,Single,No,3,4,10,No
29,Travel_Rarely,Research & Development,office,3,4,Female,92,2,1,Single,Yes,4,3,3,Yes
33,Travel_Rarely,Research & Development,Hybrid,1,2,Female,53,3,1,Single,No,3,1,5,No
45,Travel_Rarely,Research & Development,office,4,4,Female,91,3,1,Divorced,No,3,4,8,No
50,Travel_Rarely,Research & Development,office,2,4,Male,66,3,4,Divorced,No,4,3,32,No
33,Travel_Frequently,Research & Development,office,4,3,Female,84,4,2,Married,Yes,3,1,6,No
41,Travel_Frequently,Research & Development,office,3,1,Male,64,3,5,Divorced,No,3,2,21,No
27,Travel_Rarely,Research & Development,Hybrid,4,3,Female,37,3,1,Married,No,3,2,4,No
45,Non-Travel,Research & Development,Remote,2,4,Male,42,3,2,Married,Yes,3,3,9,No
47,Travel_Rarely,Sales,office,2,4,Female,83,3,2,Single,Yes,3,3,9,No
30,Travel_Rarely,Research & Development,Remote,3,1,Female,48,3,1,Married,Yes,3,2,7,Yes
50,Travel_Rarely,Research & Development,Remote,3,4,Male,95,3,4,Married,Yes,3,4,22,No
38,Travel_Frequently,Research & Development,office,1,3,Male,66,3,1,Married,No,3,2,3,No
46,Travel_Rarely,Research & Development,office,2,4,Male,75,3,3,Divorced,No,3,2,13,No
24,Travel_Rarely,Research & Development,Hybrid,1,4,Female,41,2,2,Divorced,No,3,2,5,No
35,Travel_Rarely,Research & Development,Hybrid,4,3,Male,39,2,1,Divorced,Yes,4,4,5,Yes
31,Travel_Frequently,Research & Development,office,1,3,Female,96,3,2,Married,No,3,3,4,No
18,Non-Travel,Research & Development,office,2,2,Male,73,3,1,Single,No,3,4,0,No
54,Travel_Rarely,Research & Development,Hybrid,3,3,Female,56,3,3,Married,No,3,3,22,No
35,Travel_Rarely,Research & Development,Remote,4,3,Female,57,3,3,Divorced,Yes,3,3,16,No
30,Travel_Rarely,Research & Development,office,2,2,Female,73,4,3,Married,Yes,3,3,9,No
20,Travel_Rarely,Research & Development,Hybrid,3,4,Female,98,2,1,Single,Yes,3,1,1,Yes
30,Travel_Frequently,Research & Development,office,3,2,Female,60,3,1,Single,No,3,1,4,Yes
26,Travel_Rarely,Research & Development,office,2,4,Male,32,4,2,Married,No,3,2,8,No
22,Travel_Rarely,Research & Development,office,1,2,Male,94,1,1,Married,No,3,1,4,No
48,Travel_Rarely,Research & Development,office,3,1,Male,97,2,2,Single,No,3,4,19,No
48,Travel_Rarely,Research & Development,office,4,3,Male,78,2,3,Single,No,3,2,27,No
41,Travel_Rarely,Research & Development,office,2,4,Female,42,3,2,Single,No,3,2,8,No
39,Travel_Rarely,Research & Development,office,1,4,Female,65,2,4,Married,No,3,3,21,No
27,Travel_Rarely,Research & Development,office,4,1,Female,47,3,2,Married,No,3,2,4,No
35,Travel_Rarely,Research & Development,office,3,2,Male,45,3,1,Divorced,No,4,1,3,No
42,Travel_Rarely,Sales,office,2,4,Male,90,3,5,Married,No,3,2,21,No
50,Travel_Rarely,Research & Development,office,3,1,Male,64,3,1,Married,No,3,2,8,No
59,Travel_Rarely,Research & Development,office,3,3,Female,69,2,4,Single,Yes,3,1,30,No
37,Travel_Rarely,Research & Development,Hybrid,2,1,Female,61,1,2,Married,No,3,1,15,Yes
55,Travel_Frequently,Research & Development,Hybrid,4,3,Male,62,3,2,Married,Yes,3,4,17,No
41,Non-Travel,Research & Development,office,1,2,Female,55,1,5,Divorced,No,4,2,21,No
38,Travel_Rarely,Sales,office,4,2,Male,42,3,2,Single,Yes,3,3,19,No
26,Non-Travel,Sales,Remote,2,2,Male,79,1,2,Single,No,3,4,7,Yes
52,Travel_Rarely,Sales,office,1,1,Female,57,1,5,Married,No,3,4,33,Yes
44,Travel_Rarely,Sales,Remote,3,4,Female,53,4,4,Married,Yes,3,3,23,No
50,Non-Travel,Sales,office,3,4,Female,95,3,2,Married,No,3,1,19,No
36,Travel_Rarely,Research & Development,Hybrid,4,3,Female,43,4,1,Single,No,3,3,18,Yes
39,Travel_Frequently,Research & Development,Remote,3,4,Female,82,3,3,Single,Yes,3,3,21,No
33,Non-Travel,Sales,office,1,2,Female,88,2,1,Single,No,3,4,3,No
45,Travel_Rarely,Sales,Hybrid,2,4,Female,90,3,4,Married,No,3,2,26,No
32,Non-Travel,Research & Development,Remote,4,4,Female,69,3,1,Single,No,3,2,10,No
34,Travel_Rarely,Sales,office,4,2,Male,75,4,2,Divorced,No,3,4,16,No
59,Travel_Rarely,Sales,office,2,2,Male,66,3,3,Married,Yes,3,3,14,No
45,Travel_Rarely,Human Resources,Remote,4,2,Male,36,3,1,Single,No,3,1,6,No
53,Travel_Frequently,Sales,office,3,3,Female,38,2,3,Married,No,3,1,30,No
36,Travel_Rarely,Research & Development,Hybrid,3,1,Male,81,3,2,Divorced,No,3,2,9,Yes
26,Travel_Frequently,Research & Development,office,3,1,Male,57,3,1,Married,Yes,3,2,6,Yes
34,Travel_Rarely,Sales,office,4,3,Female,87,3,1,Married,Yes,3,4,1,No
28,Travel_Rarely,Sales,office,1,4,Male,74,3,1,Married,No,4,2,1,No
38,Travel_Frequently,Research & Development,office,4,3,Male,44,3,1,Married,No,3,1,8,No
50,Travel_Rarely,Research & Development,office,4,2,Male,62,3,5,Married,Yes,3,4,29,No
37,Travel_Rarely,Research & Development,office,3,4,Female,35,3,2,Single,No,3,1,8,No
40,Travel_Rarely,Sales,Remote,3,3,Male,74,3,2,Married,No,3,2,8,No
26,Travel_Frequently,Research & Development,office,1,1,Female,66,2,1,Divorced,No,3,3,5,No
46,Travel_Rarely,Research & Development,office,4,4,Male,40,3,5,Divorced,No,3,4,23,No
54,Travel_Rarely,Sales,office,4,3,Female,41,2,3,Married,No,3,2,13,No
56,Travel_Frequently,Research & Development,office,3,1,Female,63,3,1,Married,No,3,2,18,No
36,Travel_Rarely,Research & Development,Hybrid,5,4,Female,51,2,3,Single,No,3,2,15,No
55,Non-Travel,Research & Development,office,1,3,Male,40,2,4,Single,No,3,2,31,No
43,Travel_Rarely,Sales,Remote,3,3,Male,79,2,3,Divorced,No,3,3,18,No
20,Travel_Frequently,Sales,office,3,4,Female,54,3,1,Single,Yes,3,2,2,Yes
21,Travel_Rarely,Research & Development,office,3,3,Female,36,2,1,Single,No,3,1,1,Yes
46,Travel_Rarely,Research & Development,office,4,4,Female,74,2,2,Divorced,Yes,4,1,19,No
51,Travel_Rarely,Research & Development,office,4,1,Male,34,3,1,Married,Yes,3,3,18,Yes
28,Non-Travel,Research & Development,Remote,2,2,Male,72,2,3,Single,No,3,1,10,Yes
26,Travel_Rarely,Research & Development,office,2,1,Male,59,2,1,Married,No,3,1,6,No
30,Travel_Rarely,Research & Development,Hybrid,3,3,Male,85,3,2,Married,No,3,3,7,No
41,Travel_Rarely,Research & Development,office,2,2,Female,43,4,1,Married,No,3,3,10,No
38,Travel_Rarely,Research & Development,Hybrid,1,3,Female,65,2,3,Married,No,3,1,20,No
40,Travel_Rarely,Research & Development,Hybrid,4,1,Male,61,3,3,Married,No,4,4,14,No
27,Non-Travel,Research & Development,office,5,1,Male,87,1,1,Married,No,3,4,3,No
55,Travel_Frequently,Research & Development,office,1,4,Male,65,3,3,Married,No,3,2,23,No
28,Travel_Rarely,Research & Development,office,3,3,Female,59,3,2,Single,No,3,4,10,No
44,Travel_Rarely,Human Resources,office,2,2,Male,91,2,3,Married,No,3,4,24,Yes
33,Travel_Rarely,Research & Development,office,3,4,Male,34,2,3,Divorced,No,3,3,9,No
35,Travel_Rarely,Sales,office,3,4,Male,86,3,3,Single,Yes,4,1,9,Yes
33,Travel_Frequently,Research & Development,Remote,4,1,Female,54,2,2,Single,No,4,2,14,Yes
28,Travel_Rarely,Research & Development,Hybrid,2,1,Male,50,3,1,Divorced,No,3,4,4,No
34,Travel_Frequently,Research & Development,office,1,1,Male,45,3,2,Single,No,3,3,7,No
37,Travel_Rarely,Sales,office,4,4,Female,88,2,2,Divorced,Yes,3,3,8,No
25,Travel_Rarely,Research & Development,office,1,4,Male,32,3,1,Married,Yes,3,2,7,Yes
26,Travel_Rarely,Research & Development,Remote,3,1,Male,37,3,1,Divorced,No,4,3,1,Yes
33,Travel_Rarely,Research & Development,Remote,3,1,Male,55,2,1,Single,Yes,4,2,5,Yes
42,Travel_Rarely,Research & Development,office,2,4,Male,35,3,4,Married,No,3,4,23,No
28,Travel_Frequently,Research & Development,office,3,1,Male,45,2,1,Divorced,No,3,1,1,Yes
50,Travel_Frequently,Sales,office,4,4,Male,81,3,2,Single,Yes,3,4,5,Yes
33,Travel_Frequently,Sales,office,3,4,Female,30,3,2,Married,No,3,3,4,No
34,Non-Travel,Research & Development,office,4,3,Male,40,2,1,Married,No,3,4,6,No
48,Non-Travel,Research & Development,office,4,1,Male,35,4,4,Single,No,4,3,27,No
45,Non-Travel,Sales,office,4,2,Female,65,2,2,Married,No,3,4,15,No
52,Travel_Rarely,Research & Development,office,4,2,Male,87,3,3,Single,No,3,4,18,No
38,Travel_Rarely,Sales,office,4,3,Male,73,2,3,Divorced,Yes,3,2,9,No
29,Travel_Rarely,Research & Development,Remote,4,3,Female,93,3,1,Divorced,No,4,1,11,No
28,Travel_Rarely,Research & Development,office,3,4,Female,93,3,3,Divorced,No,3,2,10,No
46,Travel_Rarely,Sales,office,1,1,Male,52,3,4,Married,No,3,4,23,No
38,Travel_Rarely,Sales,office,2,4,Male,32,3,3,Single,No,3,3,10,No
43,Travel_Frequently,Research & Development,Remote,3,3,Female,83,3,3,Married,No,3,3,18,No
39,Travel_Frequently,Research & Development,office,3,1,Male,84,3,4,Divorced,No,3,4,21,Yes
40,Travel_Rarely,Research & Development,Hybrid,3,3,Male,44,2,5,Single,No,3,1,21,No
21,Travel_Rarely,Research & Development,office,1,4,Female,70,2,1,Single,Yes,3,3,2,No
39,Non-Travel,Research & Development,office,3,3,Male,70,3,2,Single,No,3,3,9,No
36,Non-Travel,Research & Development,Hybrid,4,1,Male,78,3,2,Single,No,4,1,18,No
31,Travel_Frequently,Sales,Hybrid,3,3,Male,67,4,1,Married,No,3,1,3,No
28,Travel_Rarely,Research & Development,office,1,1,Male,67,2,1,Married,No,3,1,6,No
35,Travel_Frequently,Sales,Hybrid,2,4,Male,54,3,2,Divorced,No,3,4,5,No
49,Travel_Rarely,Sales,office,4,4,Male,56,2,4,Married,No,3,2,22,No
34,Travel_Frequently,Research & Development,office,2,4,Male,95,3,2,Single,No,3,4,5,No
29,Travel_Frequently,Research & Development,office,3,4,Female,61,3,1,Divorced,No,3,4,8,No
42,Travel_Rarely,Research & Development,Remote,3,2,Male,56,1,2,Single,No,3,1,16,No
29,Travel_Rarely,Research & Development,office,1,2,Male,79,2,2,Married,Yes,3,3,10,No
38,Travel_Rarely,Human Resources,office,3,3,Male,37,4,1,Married,No,3,4,7,No
28,Travel_Frequently,Research & Development,office,3,3,Male,39,2,1,Divorced,Yes,3,4,3,No
18,Non-Travel,Research & Development,office,1,3,Male,80,3,1,Single,No,3,4,0,Yes
33,Travel_Rarely,Sales,office,4,1,Female,77,3,2,Single,Yes,3,1,6,Yes
41,Travel_Rarely,Research & Development,Hybrid,4,2,Male,46,3,1,Married,Yes,3,1,6,No
31,Travel_Frequently,Research & Development,Hybrid,3,3,Male,72,3,1,Married,No,3,3,2,Yes
37,Travel_Rarely,Research & Development,Remote,2,3,Female,52,2,2,Divorced,No,3,3,9,No
27,Travel_Rarely,Research & Development,office,3,4,Male,55,2,1,Married,No,3,3,4,No
34,Travel_Rarely,Sales,office,1,2,Female,70,3,2,Married,No,4,1,6,No
35,Travel_Rarely,Human Resources,office,4,3,Male,100,3,1,Single,No,3,2,6,No
29,Travel_Rarely,Sales,Remote,1,4,Female,45,2,3,Married,No,3,1,11,Yes
40,Travel_Frequently,Research & Development,office,4,2,Female,88,3,3,Single,No,3,3,20,No
42,Travel_Frequently,Sales,Hybrid,3,3,Male,44,3,4,Single,Yes,3,2,22,Yes
42,Travel_Rarely,Sales,office,4,2,Male,45,3,2,Single,No,3,4,9,No
35,Travel_Rarely,Research & Development,office,4,4,Male,58,2,1,Married,No,3,2,10,No
24,Travel_Rarely,Research & Development,Remote,3,4,Male,49,3,1,Single,No,4,4,6,No
28,Travel_Rarely,Research & Development,Hybrid,1,3,Female,79,3,1,Married,Yes,3,4,1,Yes
26,Travel_Rarely,Research & Development,office,4,1,Male,82,4,1,Married,No,4,2,8,No
30,Travel_Rarely,Sales,office,3,3,Male,72,2,2,Married,No,3,1,10,No
40,Travel_Frequently,Research & Development,Remote,2,3,Female,92,2,2,Married,Yes,3,4,16,No
35,Travel_Rarely,Research & Development,office,3,3,Male,44,2,3,Divorced,No,3,2,15,No
34,Travel_Frequently,Research & Development,office,3,4,Male,97,2,2,Single,No,4,3,14,No
35,Travel_Frequently,Research & Development,office,4,4,Male,47,2,1,Married,No,3,2,2,No
43,Travel_Rarely,Sales,office,3,1,Female,85,1,2,Single,No,3,2,7,Yes
32,Non-Travel,Sales,office,1,3,Female,76,3,1,Divorced,No,3,3,1,No
56,Travel_Rarely,Research & Development,office,4,4,Female,92,3,5,Divorced,No,3,4,28,No
29,Travel_Rarely,Research & Development,office,1,2,Female,54,3,1,Married,No,3,1,10,No
19,Travel_Rarely,Research & Development,office,2,3,Male,54,3,1,Single,No,4,3,1,No
45,Travel_Rarely,Research & Development,office,3,1,Female,83,3,1,Married,Yes,3,3,7,No
37,Travel_Rarely,Research & Development,office,3,4,Female,56,2,2,Married,No,3,2,14,No
20,Travel_Rarely,Research & Development,office,3,1,Male,87,2,1,Single,No,3,1,2,No
44,Travel_Rarely,Research & Development,office,4,3,Male,96,3,1,Single,Yes,3,3,6,Yes
53,Travel_Rarely,Research & Development,office,2,4,Female,50,3,5,Divorced,No,3,2,26,No
29,Travel_Rarely,Research & Development,Hybrid,1,2,Female,69,1,1,Married,Yes,3,1,6,No
22,Travel_Frequently,Research & Development,office,4,3,Male,48,2,1,Married,Yes,3,2,1,Yes
46,Travel_Rarely,Sales,office,3,3,Female,69,3,4,Married,No,4,1,28,No
44,Non-Travel,Research & Development,Hybrid,3,4,Male,74,1,1,Single,No,3,4,6,No
33,Travel_Rarely,Human Resources,office,3,2,Male,99,3,1,Married,No,3,4,5,No
41,Non-Travel,Research & Development,office,2,1,Male,95,2,1,Divorced,No,3,1,5,Yes
30,Travel_Rarely,Sales,Remote,4,3,Male,61,3,2,Divorced,No,3,3,8,No
40,Travel_Frequently,Sales,office,4,2,Male,62,3,2,Married,No,3,4,5,No
50,Travel_Frequently,Research & Development,office,3,4,Female,30,3,4,Married,No,4,3,32,No
28,Travel_Rarely,Research & Development,Hybrid,4,4,Male,78,2,1,Married,No,3,3,6,No
46,Travel_Rarely,Research & Development,Hybrid,2,4,Male,52,3,5,Married,No,3,1,25,No
35,Travel_Rarely,Sales,Hybrid,4,3,Male,94,3,2,Married,Yes,3,4,15,No
24,Travel_Rarely,Research & Development,Hybrid,2,4,Female,97,3,1,Married,No,3,1,1,Yes
33,Travel_Frequently,Sales,Remote,3,2,Female,82,3,2,Married,No,3,1,10,No
36,Travel_Rarely,Research & Development,office,4,3,Male,60,1,1,Divorced,No,3,3,7,No
30,Travel_Rarely,Research & Development,office,4,3,Male,49,3,2,Divorced,No,3,1,10,No
44,Travel_Rarely,Research & Development,Remote,4,4,Male,32,3,2,Single,No,4,2,20,No
20,Travel_Rarely,Sales,Remote,3,3,Male,43,4,1,Single,No,3,4,2,No
46,Travel_Rarely,Research & Development,office,4,4,Male,60,3,2,Divorced,No,3,3,12,No
42,Non-Travel,Human Resources,office,5,4,Male,79,4,2,Married,No,3,1,10,No
60,Travel_Rarely,Sales,office,4,2,Male,52,4,2,Divorced,Yes,3,2,12,No
32,Travel_Frequently,Research & Development,Hybrid,3,3,Female,77,2,1,Married,No,4,3,2,No
32,Travel_Frequently,Research & Development,office,2,4,Female,38,3,2,Single,Yes,3,4,10,No
36,Travel_Rarely,Research & Development,office,3,3,Female,77,1,3,Divorced,Yes,4,3,17,No
33,Travel_Rarely,Research & Development,office,3,1,Male,60,3,1,Married,No,3,2,15,No
40,Travel_Rarely,Sales,office,3,2,Female,84,2,2,Divorced,No,3,2,7,No
25,Travel_Rarely,Sales,office,4,3,Male,57,3,2,Single,No,3,2,5,No
30,Travel_Rarely,Research & Development,office,3,4,Male,63,3,1,Married,Yes,4,1,12,No
42,Travel_Frequently,Research & Development,Remote,5,1,Female,60,3,3,Married,Yes,3,3,20,No
35,Non-Travel,Sales,office,2,3,Female,78,2,3,Married,Yes,3,2,16,No
27,Travel_Rarely,Research & Development,Hybrid,3,1,Male,42,3,1,Married,Yes,3,4,9,No
54,Travel_Frequently,Research & Development,office,4,4,Female,53,3,3,Divorced,No,3,1,33,No
44,Travel_Rarely,Research & Development,office,1,1,Female,72,4,1,Married,No,3,4,10,No
19,Non-Travel,Research & Development,office,3,1,Female,96,2,1,Single,Yes,4,2,1,Yes
29,Travel_Rarely,Research & Development,office,3,1,Female,97,3,1,Divorced,No,3,1,3,No
54,Travel_Rarely,Research & Development,office,3,4,Male,85,3,4,Married,No,3,1,36,No
31,Travel_Rarely,Research & Development,Hybrid,2,3,Male,80,3,2,Married,Yes,3,4,6,No
31,Travel_Rarely,Research & Development,Remote,3,3,Female,96,2,2,Single,No,3,2,10,No
59,Travel_Rarely,Sales,office,3,3,Female,48,2,2,Single,No,3,4,13,No
43,Travel_Rarely,Research & Development,office,3,3,Male,96,1,5,Married,No,3,2,25,No
49,Travel_Rarely,Research & Development,office,2,1,Male,85,2,5,Married,No,3,3,23,No
36,Travel_Frequently,Research & Development,office,3,3,Male,46,3,1,Married,No,3,3,12,No
48,Travel_Rarely,Research & Development,office,2,4,Male,76,4,1,Single,No,3,3,7,No
27,Travel_Rarely,Research & Development,office,2,1,Male,76,3,1,Divorced,No,3,2,5,No
29,Travel_Rarely,Research & Development,office,3,3,Male,82,3,2,Divorced,Yes,3,2,6,No
48,Travel_Rarely,Research & Development,office,3,4,Male,76,2,5,Single,No,3,3,25,No
29,Travel_Rarely,Research & Development,office,3,4,Female,87,2,4,Divorced,No,3,2,9,No
34,Travel_Rarely,Research & Development,Hybrid,3,3,Female,89,4,1,Married,No,3,4,2,No
44,Travel_Rarely,Sales,office,3,2,Male,88,3,5,Married,No,3,3,26,No
33,Travel_Rarely,Sales,office,5,4,Male,82,4,3,Divorced,Yes,3,4,10,No
19,Travel_Rarely,Research & Development,Remote,3,2,Female,57,4,1,Single,Yes,3,4,1,No
23,Travel_Rarely,Research & Development,office,2,4,Male,47,3,1,Married,No,4,4,1,No
25,Travel_Frequently,Sales,Remote,1,3,Male,73,1,1,Single,Yes,3,4,1,Yes
26,Travel_Rarely,Research & Development,office,2,3,Male,53,3,1,Single,Yes,4,2,8,No
45,Travel_Rarely,Sales,office,3,1,Female,94,1,5,Single,Yes,3,1,26,Yes
55,Non-Travel,Research & Development,office,1,4,Male,37,2,4,Divorced,Yes,3,4,34,No
21,Travel_Frequently,Research & Development,office,2,1,Female,45,2,1,Single,No,4,3,2,Yes
46,Travel_Rarely,Sales,office,2,4,Female,33,2,5,Married,No,3,3,26,No
34,Travel_Rarely,Sales,office,3,3,Female,86,3,2,Single,Yes,3,4,4,No
51,Travel_Frequently,Sales,office,3,4,Male,83,3,5,Divorced,Yes,4,1,31,No
59,Travel_Rarely,Research & Development,Hybrid,4,4,Male,67,3,3,Single,No,3,4,25,No
34,Travel_Frequently,Research & Development,Hybrid,3,3,Female,46,3,2,Divorced,No,3,3,15,No
28,Travel_Frequently,Research & Development,office,4,4,Male,44,3,1,Single,Yes,3,3,5,No
44,Travel_Rarely,Research & Development,office,2,3,Male,92,4,5,Divorced,No,3,4,26,No
34,Travel_Frequently,Human Resources,Hybrid,3,3,Male,56,2,2,Married,No,3,4,14,No
35,Travel_Rarely,Research & Development,office,1,3,Male,66,3,1,Married,Yes,3,4,4,No
42,Travel_Rarely,Research & Development,office,4,2,Female,78,4,2,Married,Yes,3,4,18,No
43,Travel_Rarely,Sales,office,4,4,Female,56,2,3,Single,No,3,4,23,No
36,Travel_Rarely,Research & Development,office,4,3,Female,53,3,2,Single,Yes,3,4,18,No
44,Travel_Rarely,Research & Development,Hybrid,3,1,Female,73,3,3,Married,No,3,4,10,Yes
28,Travel_Frequently,Research & Development,office,3,4,Male,52,2,1,Married,Yes,3,2,2,No
51,Travel_Frequently,Research & Development,office,2,2,Female,40,2,1,Single,No,3,2,8,No
30,Non-Travel,Research & Development,office,2,3,Female,72,3,2,Single,Yes,3,3,10,No
29,Travel_Rarely,Research & Development,office,3,2,Female,39,3,1,Divorced,Yes,3,1,10,Yes
28,Travel_Rarely,Research & Development,office,3,4,Male,84,3,1,Single,No,3,2,5,No
25,Travel_Rarely,Research & Development,office,3,4,Female,40,3,1,Single,No,3,4,2,No
32,Travel_Rarely,Sales,office,3,3,Male,56,4,2,Married,No,3,3,10,No
45,Travel_Frequently,Research & Development,Remote,3,2,Female,83,3,5,Single,No,4,3,22,No
39,Travel_Rarely,Research & Development,Hybrid,4,3,Female,94,2,4,Divorced,Yes,3,4,21,No
58,Travel_Rarely,Research & Development,Remote,4,1,Male,88,3,1,Divorced,No,3,4,2,No
32,Travel_Rarely,Research & Development,office,2,4,Male,79,3,2,Married,No,3,1,10,Yes
39,Travel_Rarely,Research & Development,Remote,3,3,Male,93,3,1,Single,No,3,1,6,Yes
30,Travel_Rarely,Research & Development,office,3,1,Female,48,2,2,Married,No,3,1,10,No
36,Travel_Rarely,Research & Development,office,4,4,Female,63,3,3,Married,No,3,1,10,No
46,Travel_Rarely,Human Resources,office,2,4,Female,44,3,1,Single,No,3,3,10,No
